title,bedrooms,bathrooms,car_spaces,land_size,building_size,multiple_floor,issecurity,isgarden,isbalcony,iscourtyard,lokasi, harga 
Hunian nyaman dan asri Free biaya biaya dan bonus2 di Serpong Tangerang Selatan,4,2,2,77,59,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp893,074,000.00 "
Hunian Tangerang Selatan 2 Lantai Modern Minimalis,3,2,2,60,65,2,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp750,000,000.00 "
366.Rumah konsep scandinavian Termurah dikelasnya only cash Pamulang,2,2,1,54,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp625,000,000.00 "
Rumah Minimalis Griya Loka,2,1,1,90,70,1,1,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
DIJUAL RUMAH READY DEKAT PERUMAHAN SERPONG CITY TANGGERANG HARGA PROMO,3,2,1,55,60,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp790,000,000.00 "
Cluster Minimalis murah dekat Tol Parigi Bintaro,3,2,1,66,55,1,0,1,0,0,"Ciputat, Tangerang Selatan"," Rp895,000,000.00 "
The Smart Berlian Smart Home Concept BSD Serpong,3,2,1,60,70,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp945,000,000.00 "
Rumah Serpong Free Biaya-Biaya Cicilan 4 Jutaan,3,2,1,60,65,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp750,000,000.00 "
OP9.Rumah Modern ScandinVIAN 1 lantai Terdekat Pintu Tol Baru Ciputat,2,1,1,78,40,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp780,000,000.00 "
Dijual Rumah Hook Tangerang,3,2,1,210,153,1,0,0,0,0,Tangerang Selatan," Rp940,000,000.00 "
Rumah Murah di Pamulang 2 lantai,3,2,1,60,70,2,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp821,000,000.00 "
Di jual cepat rumah hook siap huni bebas banjir dekat tol,2,1,1,115,110,1,0,1,0,0,"Setu, Tangerang Selatan"," Rp650,000,000.00 "
Rumah murah di Serpong,3,2,1,60,60,1,1,1,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp835,000,000.00 "
Cluster terbaru di Serpong,3,2,1,55,55,2,1,1,0,0,"Serpong, Tangerang Selatan"," Rp835,000,000.00 "
Rumah baru di bsd,3,2,1,60,55,2,1,1,0,0,"Serpong, Tangerang Selatan"," Rp835,000,000.00 "
CLUSTER TERBARU DI BSD CITY TAMAN TEKNO 2,3,2,1,72,78,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp900,000,000.00 "
Rumah Seken Bebas Banjir Siap KPR di Paradise Serpong City,2,1,1,72,50,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp912,600,000.00 "
Rumah 2 Kamar Tidur Di Dekat BSD,2,1,1,72,40,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp780,000,000.00 "
Rumah Secondary Terawat Dalam perumahan permata Pamulang,2,1,1,100,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp680,000,000.00 "
Citra Garden Serpong 680jutaan dengan Akses Flyover on progres,2,2,1,72,50,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp680,000,000.00 "
Rumah dkt stasiun dan TOL murah bintaro,3,2,1,60,45,1,0,1,1,1,"Bintaro, Tangerang Selatan"," Rp700,000,000.00 "
Hunian cantik 2 lantai Free biaya strategis di Pondok Benda Pamulang,3,2,1,60,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp780,000,000.00 "
Rumah nyaman minimalis elegan daerah Bintaro,2,1,1,77,72,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp895,000,000.00 "
Rumah 2 Lantai Serpong Dekat Bintaro/Pamulang/Ciputat,3,2,2,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp600,000,000.00 "
Rumah di Pamulang Cicilan 3 Jutaan Ready Stock Siap Huni,2,1,15,72,48,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp610,000,000.00 "
KPR Perumahan Mulqi Mansion DP 0% di BOJONGSARI DEPOK,2,1,1,71,45,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp522,000,000.00 "
Rumah dijual dekat kantor walikota Tangerang Selatan,2,2,1,53,60,1,1,1,0,1,"Serpong Utara, Tangerang Selatan"," Rp1,000,000,000.00 "
DP Murah Rumah 2 Lantai Gratis Semua Biaya di Serpong,3,2,1,103,60,1,0,1,0,1,"Serpong, Tangerang Selatan"," Rp960,000,000.00 "
Dijual rumah lokasi strategis di Lippo Barat Karawaco,3,3,1,82.5,68,1,1,1,1,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp959,000,000.00 "
438.Rumah Baru 2 Lantai Minimalis Hrg Ekonomis Dp 10% Free Biaya2,3,2,1,63,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Cluster One Gate Sistem Bebas Biaya DP 5%,3,2,1,60,65,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp750,000,000.00 "
Jual Rumah Strategis di Cendana Residence Bebas Banjir Siap KPR,2,1,1,60,50,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp760,500,000.00 "
Rumah 2 lantai termurah,3,2,2,60,45,1,1,1,1,1,"Ciputat, Tangerang Selatan"," Rp700,000,000.00 "
Rumah 2 Lantai Murah Hanya 560 Jutaan Gratis BPHTB,2,2,1,60,60,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp567,865,000.00 "
166.Rumah Modern 2 Lantai Free Biaya dekat Pintu Tol BSD di Pamulang,3,2,1,60,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp780,000,000.00 "
"Rumah dijual murah di serpong, tangerang selatan-serpong jaya",3,3,1,72,55,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Rumah Minimalis Super Limited 2 Lantai di Golden Bintaro,3,2,2,67,45,2,1,1,0,1,"Ciputat, Tangerang Selatan"," Rp699,945,333.00 "
Dijual murah Rumah + Kios posisi jalan utama di Graha Indah Serpong,2,1,1,72,72,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp500,000,000.00 "
RUMAH MURAH 2LANTAI DEKAT STASIUN SUDIMARA,3,2,1,63,45,1,0,0,0,0,"Jombang, Tangerang Selatan"," Rp684,000,000.00 "
Pamulang 2 Rumah Baru selangkah ke Kantor Walikota Tangsel SHM,3,2,2,75,112,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp985,000,000.00 "
New Townhouse Bintaro 900Juta-an Nempel Puri Bintaro Sektor 9 Tangsel,3,2,1,60,75,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp945,000,000.00 "
428.Cluster Konsep American Style kualitas bata merah Dp0% free biaya,3,2,1,60,70,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp996,000,000.00 "
RUMAH BARU 2 LANTAI DP 5% 3X CICILAN 4 JUTAAN,3,2,1,72,78,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp900,000,000.00 "
S438.New Cluster 2Lt MinimalisHrg Ekonomis Dkt St Sudimara Free biaya,3,2,1,63,70,1,0,0,0,0,"Bambu Apus, Tangerang Selatan"," Rp875,000,000.00 "
Rumah murah di cluster dekat Permata Bintaro,2,1,1,72,63,1,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp750,000,000.00 "
"Ready Stock Rumah Serpong Tipe 49/78 ,DP 0%",2,1,1,78,49,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp545,000,000.00 "
Rumah Murah Di Pamulang Tangerang Selatan,2,1,1,65,50,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp585,000,000.00 "
RUMAH INDENT 6 BULAN SERAH TERIMA APRIL 2023,3,2,1,72,78,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp900,000,000.00 "
Cluster Agnesi Summarecon Serpong mulai 1M,3,2,1,52,60,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Premium BSD 2 Lantai Tangerang Selatan Bonus Melimpah,3,2,1,72,78,1,1,1,1,1,"Rawa Buntu, Tangerang Selatan"," Rp900,000,000.00 "
Perumahan Keren dekat UNPAM Pamulang Tanggerang Selatan,3,2,1,50,89,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp995,040,000.00 "
472.Rumah cantik minimalis siap huni strategis Harga Ekonomis di Setu,3,2,1,63,60,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp695,000,000.00 "
Rumah murah di Pondok Cabe,4,2,1,100,140,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp800,000,000.00 "
Rumah Baru Free SHM BPHTB dan KPR,3,2,1,60,65,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp750,000,000.00 "
RUMAH MURAH DI BSD CISAUK TANGERANG SELATAN,2,1,1,72,36,1,0,0,0,0,Tangerang Selatan," Rp539,000,000.00 "
DIJUAL RUMAH SATU LANTAI PESONA SERPONG VIEW RESIDENCES BISA KPR,2,2,1,90,36,1,1,0,0,1,"Setu, Tangerang Selatan"," Rp675,000,000.00 "
Rumah minimalis terjangkau Pondok Cabe,2,1,1,60,36,1,1,0,0,1,"Pondok Cabe Udik, Tangerang Selatan"," Rp595,000,000.00 "
Perumahan Winston Residence / Rumah Cluster 2 Lantai di BSD / Winston BSD,3,2,2,60,60,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp991,000,000.00 "
Dijual rumah di Graha raya bintaro,2,1,1,50,50,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp775,000,000.00 "
Rumah Ready Stock demat Tol BSD,3,2,1,61,70,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp821,000,000.00 "
Jual Rumah Di Catalina Gading Serpong,2,2,1,72,72,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp749,000,000.00 "
Rumah Hook lokasi strategis di tengah kota pamulang Tangsel,2,1,1,72,36,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp600,000,000.00 "
Jual Rumah Di Serpong Jaya Dekat Akses Toll BSD Pamulang,3,2,1,72,79,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Rumah Strategis Di Cirendeu Tangsel,4,3,1,114,90,1,0,0,0,1,"Cirendeu, Tangerang Selatan"," Rp950,000,000.00 "
Rumah Strategis dekat AEON Mall harga Ekonomis Free Biaya All in,2,2,1,45,70,1,1,1,1,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Dijual di Pondok Benda Barat,3,2,1,78,65,1,1,0,1,0,"Pondok Benda Baru, Tangerang Selatan"," Rp750,000,000.00 "
Rumah cantik murah di perbatasan BSD dan pamulang free bphtb,3,2,1,84,74,1,1,0,0,1,"Pamulang Timur, Tangerang Selatan"," Rp855,000,000.00 "
366.Rumah 2lantai konsep scandinavian Termurah di kelasnya Only Cash,2,2,1,55,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Rumah 2 Lantai Serpong Tangerang Selatan Exclusive Premium,3,2,2,60,65,2,1,1,1,1,"Rawa Buntu, Tangerang Selatan"," Rp750,000,000.00 "
Rumah Lokasi Strategis dekat Tol BSD Tangsel,3,2,1,109,72,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp945,000,000.00 "
Rumah dikawasan sektor 9 bintaro mulai 800 jutaan,3,2,1,65,55,1,1,1,1,0,"Bintaro, Tangerang Selatan"," Rp800,000,000.00 "
"Dijual Rumah Asri di Vila Dago Pamulang, Tangerang Selatan",2,1,1,120,56,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp1,000,000,000.00 "
Jual Di serpong Garden 1 Dekat Akses Toll BSD,2,1,1,72,40,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp595,000,000.00 "
Rumah 2 lantai hanya 10 menit ke Stasiun BSD,3,2,1,64,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp839,000,000.00 "
Rumah Murah Minimalis Rapih Siap Huni di Pondok Jagung Graha Raya,2,1,1,72,50,1,1,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp700,000,000.00 "
Rumah Strategis Siap Huni di Tangerang Selatan Bisa KPR,2,1,1,60,50,1,1,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp760,500,000.00 "
Rumah 2 lantai paling murah,3,2,2,60,45,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp700,000,000.00 "
Rumah 2 lantai lokasi dekat Tol BSD di Golden Green Reen Residence,3,2,1,70,70,1,1,1,1,0,"Setu, Tangerang Selatan"," Rp875,000,000.00 "
Di jual rumah hunian yg nyaman lingkungan cluster siap isi,2,1,1,53,53,1,0,1,0,0,"Pondok Aren, Tangerang Selatan"," Rp550,000,000.00 "
RUMAH 1 LANTAI MURAH DI TANGERANG SELATAN (FREE BIAYA²),2,1,1,64,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp650,000,000.00 "
Dijual Rumah Second di Jalan Salak Pamulang,3,2,1,96,180,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
376.Rumah 1 Lt Modern Minimalis Dkt St Jurangmangu dan Psr Ciputat,2,1,1,60,45,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp695,000,000.00 "
226.Rumah baru siap huni strategis dkt pamulang Square free biaya,2,1,1,72,50,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp635,000,000.00 "
rumah jmpian 2 lantai di BSD serpong,3,2,1,60,55,1,0,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp550,000,000.00 "
Cluster Muslim Smart Home Strategis di Bintaro Tangsel,2,2,1,50,60,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp1,000,000,000.00 "
JUAL CEPAT RUMAH BARU SIAP HUNI,3,2,1,80,150,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp975,000,077.00 "
Hunian Serpong 2 Lantai Bebas Biaya Surat-Surat,3,2,1,60,65,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp750,000,000.00 "
Hanya 25Jt Anda Dapat Rumah Mewah Harga Terjangkau Design Cantik,3,2,1,137,88,2,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp975,000,000.00 "
dijual Rumah Cantik di ciputat 2 Lantai dekat gerbang toll,3,3,1,101,78,2,1,1,1,1,"Ciputat, Tangerang Selatan"," Rp900,000,000.00 "
RUMAH TERMURAH DI TANGERANG SELATAN,2,1,1,68,45,2,0,1,0,1,"Pamulang, Tangerang Selatan"," Rp540,000,000.00 "
Quality Residential The Wimala - Luxurios Villa Bali Concept,3,2,1,60,60,2,1,1,0,1,"Serpong, Tangerang Selatan"," Rp700,000,000.00 "
Rumah 2 Lantai Harga 1 lantai di BSD,2,2,1,45,70,1,1,1,1,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp970,000,000.00 "
Rumah Modern 2 Lantai Di Pondok Cabe Siap Huni Murah,3,2,1,170,98,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp950,000,000.00 "
Rumah 2 Lantai Murah di Tangerang Selatan,3,2,1,60,55,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp790,000,000.00 "
Cluster Cantik Cinangka Pondok Cabe Model Scandinavian Modern Harga All In,2,1,2,70,48,1,1,1,0,1,"Pondok Cabe, Tangerang Selatan"," Rp600,000,000.00 "
Rumah Baru Mewah siap Huni dalam Perumahan Lingkungan Asri free biaya,3,2,1,70,68,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp805,000,000.00 "
"Di jual rumah di Perumahan Taman Sakura,pd aren, tangsel",2,2,1,120,100,2,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp790,000,000.00 "
Dijual Vila Melati Mas,3,2,1,109,100,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
The Wimala - Residence with Luxury Villa Bali Modern Style,3,2,1,60,60,2,1,1,0,1,"Ciputat, Tangerang Selatan"," Rp700,000,000.00 "
RUMAH 700 JUTAAN DI BINTARO,2,1,1,40,55,2,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp795,000,000.00 "
410.Rumah Baru Renov luas 108meter di Dago Pamulang Strategis,3,2,1,108,80,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp895,000,000.00 "
Cluster Berkonsep Modern Minimalis Lokasi Strategis Area Ciputat,2,1,1,60,38,1,1,1,0,1,"Ciputat, Tangerang Selatan"," Rp530,000,000.00 "
Rumah 2lantai siap huni di pamulang,3,2,2,63,72,2,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp899,100,000.00 "
299.Rumah 2 lantai konsep bali mewah modern spek bata merah di pamulang tangsel,3,2,1,60,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp749,000,000.00 "
Perumahan Keren Cisauk BSD Tanggerang Selatan,2,1,1,60,30,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp776,000,000.00 "
September ceria rumah murah,3,2,2,60,45,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp700,000,000.00 "
Jual Rumah Di Serpong Green Park 2 Dekat Akses Toll BSD Pamulang,3,2,1,90,72,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp875,000,000.00 "
Villa dago rumah cantik di pamulang,3,2,1,60,65,2,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
436.Rumah siap huni 2lantai strategis area perum bukit nusa indah,3,2,1,80,80,1,0,0,0,0,"Jombang, Tangerang Selatan"," Rp875,000,000.00 "
366.Rumah 2lantai konsep scandinavian only cash termurah di kelasnya,2,2,1,53,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
SINTA SERPONG Residence Hunian Impian terlaris Arah Ciputat,3,2,2,65,52,1,1,1,1,1,"Ciputat, Tangerang Selatan"," Rp699,000,000.00 "
SINTA SERPONG Residence Hunian Impian terlaris Arah Setu,3,2,2,65,52,1,1,1,1,1,"Setu, Tangerang Selatan"," Rp699,000,000.00 "
"SINTA SERPONG, Hunian baru konsep modern termurah Arah Ciputat",3,2,2,65,52,1,1,1,1,1,"Ciputat, Tangerang Selatan"," Rp600,000,000.00 "
"SERPONG, Hunian baru konsep modern termurah Arah Serpong Utara",3,2,2,65,52,1,1,1,1,1,"Serpong Utara, Tangerang Selatan"," Rp600,000,000.00 "
"SINTA SERPONG Residence Hunian Impian terlaris Arah Pamulang, Ciledug",3,2,2,65,52,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp600,000,000.00 "
"SINTA SERPONG Residence Hunian Impian terlaris Arah Setu, Karawaci",3,2,2,65,52,1,1,1,1,1,"Setu, Tangerang Selatan"," Rp600,000,000.00 "
Dijual Rumah Cluster 2 Lantai di Pamulang,2,2,1,62,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp820,000,000.00 "
Dijual Cluster Hunian Baru 2 Lantai Tangerang Selatan,3,2,1,70,68,1,0,0,0,0,"Pondok Aren, Tangerang Selatan"," Rp720,000,000.00 "
Dijual Hunian Cluster Baru Full Bata Merah Termurah Dekat BSD TangSel,3,2,1,70,68,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp745,000,000.00 "
Dijual rumah brandnew siap huni di bukit nusa indah dkt stasiun sudima,3,2,2,79,80,1,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp850,000,000.00 "
Cluster BARU di Paramount Petals GARDENIA 899 jt Ansuran 5 jt,2,1,1,72,41,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp889,000,000.00 "
Golden Park 2 Cisauk Dekat Akses Toll BSD Serpong,3,3,1,72,61,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp865,000,000.00 "
ADIYAH RESIDENCE Rumah Baru Terjangkau di Pamulang SHM,3,2,1,75,69,1,0,1,0,0,Tangerang Selatan," Rp780,000,000.00 "
Seruni Valley 2 Hunian Mewah dan lokasi strategis,2,1,1,72,45,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp550,000,000.00 "
Rumah dijual cluster Nusa loka BSD city,2,1,1,72,43,1,1,1,0,0,Tangerang Selatan," Rp975,000,000.00 "
Dijual Rumah Minimalis Palm Village Bebas Banjir Dan SHM,2,1,1,72,41,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp840,000,000.00 "
"Jual Rumah Brand New di Kedaton Residence, Serua Ciputat",3,2,1,74,100,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp985,000,000.00 "
Rumah cantik area tangsel dan sekitarnya,3,2,2,65,60,1,1,1,0,1,"Ciputat, Tangerang Selatan"," Rp975,000,000.00 "
387.Hunian 1 lantai Modern Minimalis Scandinavian Promo Only Cash,2,1,1,60,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp525,000,000.00 "
New Cluster hny dgn 6 juta bisa miliki rumah 2lantai modern strategis,2,2,1,66,48,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp878,000,000.00 "
Op73.Hunian Minimalis Modern Hrg Promo 800jt-an di pusat Kota Pamulang,3,2,1,65,75,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp881,000,000.00 "
S476.Rumah Minimalis Siap Huni Hrg Ekonomis Only Cash Di Pamulang,2,1,1,55,38,1,0,0,0,0,"Bambu Apus, Tangerang Selatan"," Rp585,000,000.00 "
SIP.Rumah termurah di kelas nya 2 Lt Scandinavian Only cash Pamulang,2,2,1,54,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp625,000,000.00 "
S370.Townhouse Exclusive Modern Strategis Di Pamulang Tangsel,3,2,1,63,72,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp899,100,000.00 "
Rumah bintaro perdanaa,3,2,1,60,65,1,0,1,0,0,"Ciputat, Tangerang Selatan"," Rp970,000,000.00 "
Hunian bintaro baru,3,2,1,60,65,1,0,1,0,0,"Ciputat, Tangerang Selatan"," Rp970,000,000.00 "
Bintaro hunian baru rooftop,2,2,1,60,65,1,0,0,1,0,"Bintaro, Tangerang Selatan"," Rp973,200,000.00 "
Rumah jual bintaro,3,2,1,60,65,1,1,0,1,0,"Bintaro, Tangerang Selatan"," Rp980,000,000.00 "
Perumahan di bintaro,2,2,1,54,65,1,1,0,1,0,"Ciputat, Tangerang Selatan"," Rp930,000,000.00 "
rumah jual bintaro,2,2,1,60,65,1,1,0,1,0,"Bintaro, Tangerang Selatan"," Rp978,200,000.00 "
Rumah Serpong Parkville Tanpa DP dan Free Biaya Biaya,2,2,1,60,66,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp888,000,000.00 "
Rumah Serpong Parkville,3,2,1,60,73,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp850,000,000.00 "
Rumah Serpong Free DP dan Free Biaya Biaya,3,2,1,60,66,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Dijual Rumah Minimalis Dekat RS Camila Residence SHM Dan Bebas Banjir,2,1,1,81,42,1,1,1,1,1,"Setu, Tangerang Selatan"," Rp770,000,000.00 "
Rumah Siap Huni Di Pamulang Bebas Banjir di Harga All In Bisa Nego,3,2,1,77,74,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp995,000,000.00 "
Rumah Siap Huni Bebas Banjir Di Pamulang Harga All In Bisa Nego Siap,2,1,1,121,60,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp999,000,000.00 "
SINTA SERPONG Residence Rumah Murah Dijual di Arah Serpong,3,2,2,65,52,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
Dijual Rumah Siap Huni Harga Terbaik di Pamulang Bisa KPR,2,2,1,120,120,2,1,1,0,0,"Pamulang Timur, Tangerang Selatan"," Rp994,500,000.00 "
Promo Diskon Cluster BSD 2 Lantai Tangerang Selatan,3,2,1,72,78,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp850,000,000.00 "
