title,bedrooms,bathrooms,car_spaces,land_size,building_size,multiple_floor,issecurity,isgarden,isbalcony,iscourtyard,lokasi, harga 
Tr143.New Cluster Inden Lokasi terbaik Design Modern Hrg Mulai 900Jtan,3,2,1,60,70,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp966,000,000.00 "
Din10.Rumah Minimalis Modern 1Lt Siap Huni Pamulang dkt dgn Walikota,2,2,1,84,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Id210.Rumah cantik dan Luas dkt Stasiun Jurang mangu Ciputat tangsel,2,1,1,140,45,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp875,000,000.00 "
Cluster Minimalis Tanpa DP Booking 5 juta All in Strategis di Pamulang,2,1,1,66,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp665,000,000.00 "
DIJUAL RUMAH PARK VILLE SERPONG,3,2,1,88,55,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
jual rumah 1 lantai 600 jutaan dekat BSD,2,1,1,68,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp645,000,000.00 "
Rumah Tempat Usaha Murah Bebas Banjir,2,1,1,65,100,1,0,0,0,0,Tangerang Selatan," Rp650,000,000.00 "
Townhouse Serpong Dekat Eka Hospital/Taman Kota BSD,3,2,2,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp606,000,000.00 "
Rumah dijual di Gading Serpong Tanpa DP 0% 2 lantai,2,2,1,45,70,2,1,1,1,0,"Bintaro, Tangerang Selatan"," Rp880,000,000.00 "
Jual rumah 600 jutaan all in dekat BSD Tangerang selatan,2,1,1,102,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp748,000,000.00 "
Jual rumah murah daerah Tangerang selatan,2,1,1,72,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp658,000,000.00 "
Di jual Rumah dekat BSD,3,2,2,98,98,1,1,1,0,1,"Setu, Tangerang Selatan"," Rp750,000,000.00 "
Dijual rumah baru siap huni 2 lantai di Serpong tangsel,2,2,2,59,60,2,1,0,0,0,"Serpong, Tangerang Selatan"," Rp900,000,000.00 "
"Dijual Rumah Cisauk dekat pasar intermoda ,dekat stasiun KRL ,tol BSD",2,1,1,70,40,1,0,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp619,000,000.00 "
Rumah Baru KPR murah dekat kantor walikota tangsel,2,1,1,68,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp645,000,000.00 "
Rumah KPR siap huni dekat Pondok cabe pamulang,2,1,1,71,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp655,000,000.00 "
Rumah huni pamulang pondok benda,2,1,1,103,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
rumah kpr pamulang,2,1,1,89,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp673,550,000.00 "
Rumah siap huni di jl abiasa pamulang,2,1,1,67,43,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp625,000,000.00 "
Rumah 1 lantai siap huni di dekat unpam 1,2,1,1,73,43,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp645,000,000.00 "
Rumah Minimalis murah strategis dipamulang,2,1,1,70,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp652,000,000.00 "
Rumah Baru Minimalis Modern Di Tangsel,2,1,1,105,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp756,000,000.00 "
"Dijual Rumah Cantik Terawat, 2 Lantai Hanya 5 Menit Ke stasiun Cisauk",3,2,1,60,51,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp969,000,000.00 "
dapatkan harga spesial 200unit pertama Citra Garden Serpong,2,1,1,50,28,1,1,1,0,1,"Serpong Utara, Tangerang Selatan"," Rp680,000,000.00 "
353.Rumah 2lantai cantik termurah di kelas nya Free all in di Serua,3,2,1,66,61,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp870,000,000.00 "
ORumah Cantik Strategis Free Biaya Harga Mulai 800 jutaan di Pamulang,3,2,1,65,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp800,000,000.00 "
S387.Cluster Siap Huni Scandinavian Modern Only Cash Di Pamulang,2,1,1,60,40,1,0,0,0,0,Tangerang Selatan," Rp525,000,000.00 "
Ad213.Cluster Eksklusif 2 Lantai Di Serpong Dekat Tol dan Stasiun,3,2,1,54,60,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp988,750,000.00 "
Cluster Rumah Baru TangSel Murah,3,2,1,70,68,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp700,000,000.00 "
Dijual Rumah dekat Stasiun Rawa Buntu,4,2,1,72,144,1,0,0,0,0,"Rawa Buntu, Tangerang Selatan"," Rp960,000,000.00 "
SINTA SERPONG Residence Hunian Impian terlaris Arah Serpong Utara,3,2,2,65,52,1,1,1,1,1,"Serpong Utara, Tangerang Selatan"," Rp699,000,000.00 "
Id212.Rumah cantik siap huni permata Pamulang Bakti jaya Setu Tangsel,3,2,1,120,100,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp800,000,000.00 "
CLUSTER CIPUTAT TERMURAH 1 LANTAI,2,1,1,60,38,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp540,000,000.00 "
Dijual Rumah Strategis Dekat Universitas Pamulang,2,1,1,90,60,1,1,0,0,0,"Pamulang Barat, Tangerang Selatan"," Rp960,000,000.00 "
"Rumah strategis, nyaman dan asri",3,2,1,58,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp990,000,000.00 "
Rumah Keren Tanpa DP,2,1,1,60,31,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
Jual Rumah Luas Idaman Siap Huni di Perum griya mulia cisauk,2,1,1,84,50,1,0,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp607,550,000.00 "
murah kpr tangerang dekat stasiun,2,1,1,72,50,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp611,122,000.00 "
Rumah siap huni 2 lantai dekat stasiun rawa buntu dan tol bsd serpong,2,2,1,53,60,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp900,000,000.00 "
Rumah siap huni 2 lantai di ciater serpong,2,2,1,60,55,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp900,000,000.00 "
Op57.New Townhouse Bintaro 900Juta-an Nempel Puri Bintaro Sektor 9,3,2,1,60,75,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp945,000,000.00 "
op73.Hunian Minimalis Modern Hrg Promo 800jt-an di pusat Kota Pamulang,3,2,1,65,75,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp881,000,000.00 "
Op76.Rumah Baru Scandinavian 1 Lt kwalitas Bata Merah Dkt tol ciputat,2,1,1,75,45,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp810,000,000.00 "
Op116.Hunian 2 Lt Modern Pamulang Konsep tanah Luas area Vila Dago,3,2,1,85,80,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp830,000,000.00 "
S172.Hunian 1 Lt dgn Spek 2 Lt Termurah Di kelasnya Only Cash Pamulang,3,2,1,72,50,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp585,000,000.00 "
dijual rumah cluster villa Dago Pamulang,3,2,1,148,90,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Rumah kpr pondok benda tangsel,2,1,1,102,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp748,000,000.00 "
"Rumah Minimalis di pamulang, tangerang selatan",2,1,1,72,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp658,000,000.00 "
Rumah baru dekat villa dago pamulang bisa kpr,2,1,1,105,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp756,000,000.00 "
Rumah baru di area puspem tangerang selatan,2,1,1,107,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp763,000,000.00 "
Rumah one gate Sistem dipamulang Tangerang selatan,2,1,1,73,43,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp661,000,000.00 "
Rumah ready stock bisa kpr dipamulang Tangerang selatan,2,1,1,70,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp652,000,000.00 "
Rumah all in siap huni di pamulang tangerang selatan,2,1,1,72,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp658,000,000.00 "
Rumah cantik harga murah,3,2,1,73,70,1,1,0,0,0,"Pondok Benda Baru, Tangerang Selatan"," Rp845,000,000.00 "
Promo Free BPHTB cluster Salak Pamulang,3,2,1,63,72,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp899,100,000.00 "
S438.Rumah Konsep Skandinavian Harga 500 Jutaan Promo Dp 5% free biaya,2,1,1,64,36,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp585,000,000.00 "
Rumah cantik menarik,2,1,1,90,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
"jual rumah ready stock, dp cicilan murah ditangerang selatan",2,1,1,103,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Rumah dua lantai 10 jt all in,3,2,1,60,57,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp688,000,000.00 "
Jual Rumah Murah BSD,2,2,1,78,55,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp855,000,000.00 "
Op55.Rumah Baru 1 Lt Siap Huni dgn layout kamar 3 tanah luas Pamulang,3,1,1,100,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp870,000,000.00 "
"Ddn.New Cluster Area Bintaro Hunian 2,5 Lt di Ciputat Bintaro Tangsel",3,3,1,59,65,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp970,800,000.00 "
Rumah minimalis di serpong siap huni 2 lantai,3,2,2,69,74,2,1,0,1,0,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Siap Huni 2 lantai Dp 0% di Serpong,2,2,1,53,60,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp900,000,000.00 "
Rumah terbaru 2 lantai di serpong dekat tol dan stasiun serpong,2,2,1,60,55,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Perumahan baru di Serpong - Cluster Chloe Citra Garden Serpong,2,1,1,50,28,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp700,000,000.00 "
Rumah baru di Serpong - Cluster Belle Fleur Citra Garden,2,1,1,50,28,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp726,000,000.00 "
Rumah Baru KPR didekat Vila Dago,2,1,1,107,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp763,000,000.00 "
Rumah siap huni dipamulang,2,1,1,72,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp658,000,000.00 "
Rumah KPR sekitar kantor walikota tangsel,2,2,1,102,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp748,000,000.00 "
Rumah Strategis KPR Di Pamulang,2,1,1,73,40,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp661,000,000.00 "
Rumah 1 lantai dipamulang tangerang selatan,2,1,1,103,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Rumah KPR siap huni dekat sari asih ciputat,2,1,1,72,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp658,000,000.00 "
Rumah one gate Sistem dipamulang tangerang sealatan,2,1,1,103,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Rumah pamulang siap huni,2,1,1,72,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp658,000,000.00 "
Rumah di Serpong tanpa DP,3,2,1,60,51,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp969,000,000.00 "
Rumah Bagus Mewah Murah Dekat Mall AEON BSD Serpong,2,1,1,74,50,1,0,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp614,000,000.00 "
Rumah STOCK ready Luas 84 METER,2,1,1,84,50,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
Rumah lama dijual lokasi dalam komplek dekat stasiun sudimaraRumah lam,3,2,2,120,64,1,1,1,0,1,"Sarua Indah, Tangerang Selatan"," Rp800,000,000.00 "
RUMAH DIJUAL di Komplek Permata Pamulang,3,3,2,170,150,2,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah siap huni dan terjangkau dp 0%,2,1,1,90,45,1,0,1,0,1,"Serpong, Tangerang Selatan"," Rp800,000,000.00 "
Jual Cepat Rumah Strategis Murah Bisa KPR di Tangsel Bebas Banjir,2,1,1,72,54,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp877,500,000.00 "
HUNIAN NYAMAN SIAP HUNI DEKET TOL PAMULANG,2,1,1,66,45,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Di Jual Rumah 2 Lantai Area Strategis Dekat Pintu Tol,3,3,2,70,78,1,1,1,1,0,"Pondok Cabe, Tangerang Selatan"," Rp900,000,000.00 "
Dijual Rumah Mewah Murah 2 lantai Tangsel,2,2,1,67,60,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp550,000,000.00 "
rumah kpr tangerang murah dekat stasiun cisauk,2,1,1,72,40,1,0,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp613,100,000.00 "
Rumah cantik Tanpa DP di Serpong,2,1,1,60,36,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp798,000,000.00 "
Cluster Gria Jakarta 2 Pamulang Dekat Universitas Pamulang,2,1,1,96,36,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp790,000,000.00 "
Fortune Terrace Type Ivy - Graha Raya,2,2,1,54,45,2,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp900,000,000.00 "
Jual Claster Amanah Garden Village 2 Pondok Benda Pamulang TangSel,2,1,1,60,45,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp500,000,000.00 "
RUMAH MINIMALIS DI BENDA BARU PAMULANG TANGERANG SELATAN,2,1,1,65,50,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp585,000,000.00 "
rumah ready siap huni dekat stasiun dan sekolah,3,1,2,1,125,2,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp850,000,000.00 "
353.Rumah cantik 2lantai Private Cluster Strategis Free all in Dp 0%,3,2,1,66,72,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp890,000,000.00 "
JUAL CEPAT RUMAH BARU 2 LANTAI,3,2,1,61,70,1,0,1,0,1,"Pondok Cabe, Tangerang Selatan"," Rp800,000,000.00 "
Rumah 2 lantai di BSD,3,2,1,60,55,2,1,1,0,0,"Serpong, Tangerang Selatan"," Rp954,500,000.00 "
Ayana residence pamulang,2,1,1,60,42,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp500,000,000.00 "
Townhouse Cirendeu. Akses 2 mobil. Harga pre launching,3,2,1,40,55,1,0,0,0,0,"Cirendeu, Tangerang Selatan"," Rp946,000,000.00 "
Di Jual Rumah Baru Cendana Marq & Nest Developer Lippo Barat Karawaci Tangerang,2,2,1,60,55,1,1,1,1,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp691,000,000.00 "
Rumah ready stok 500 jutaan di Pamulang Tangsel,2,1,1,67,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp590,000,000.00 "
Rumah dijual siap huni di Pamulang Residence dekat dengan tol lokasi strategis,2,2,1,86,70,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp995,000,000.00 "
Rumah siap huni di Pamulang Tangerang,3,3,1,72,100,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp950,000,000.00 "
"Rumah 1 Lantai Murah, Strategis, One Gate System di Pamulang",2,1,1,62,45,1,0,0,0,0,"Pondok Benda Lama, Tangerang Selatan"," Rp550,000,000.00 "
Rumah Secondary Terawat Bebas Banjir Villa Dago Pamulang,4,4,2,78,159,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp720,000,000.00 "
Rumah Murah Dekat Tol Dan Stasiun Di Ciledug Tangerang,3,2,1,50,65,2,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp895,000,000.00 "
RUMAH READY STOCK DI BINTARO BISA SKEMA BANK,3,2,1,40,66,1,1,0,0,1,"Bintaro, Tangerang Selatan"," Rp996,000,000.00 "
Rumah BSD Serpong Dekat Bintaro/BSD City/Ciputat,3,2,2,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp600,200,000.00 "
Fortune Garden Achilea Brand New Rumah Graha Raya Bintaro,2,1,1,33,60,1,0,0,0,0,"Serpong Utara, Tangerang Selatan"," Rp995,600,011.00 "
DIJUAL RUMAH SIAP HUNI 2 LANTAI 700 JUTAAN DI PAMULANG TANGERANG SELAT,3,2,2,81,58,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
Rumah Siap Huni pamulang,2,1,1,60,36,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp590,000,000.00 "
Dijual rumah besar 2 lantai di Pamulang hanya 1 milyar,4,3,1,91,140,1,0,0,0,0,"Pondok Benda Lama, Tangerang Selatan"," Rp1,000,000,000.00 "
Jual Cepat Harga Murah,2,1,1,84,52.5,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp888,000,000.00 "
Rumah Cantik Untuk Milenial Di Serpong BSD City,3,2,1,60,83,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
"Rumah baru modern minimalis 2 lantai di serpong dekat bsd, akses dekat tol bsd",3,3,2,63,83,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
"rumah 2 lantai siap huni, bawa hoki",3,2,1,128,147,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp1,000,000,000.00 "
New Cluster Di Graha Puri Bintaro Harga Terjangkau dan sangat nyaman,2,1,1,60,40,1,0,0,0,0,"Serpong Utara, Tangerang Selatan"," Rp700,000,000.00 "
JUAL SOHO PONDOK JAYA BINTARO,2,1,1,44,45,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp770,000,000.00 "
Dijual Rumah di Pamulang Pondok Benda,2,1,1,68,50,1,0,0,0,0,"Pamulang Barat, Tangerang Selatan"," Rp540,000,000.00 "
Jual Rumah gratis mobil Kijang Reni Jaya Pamulang Murah,3,2,1,160,160,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp1,000,000,000.00 "
"Turun Harga Dijual rumah di Serpong Terrace, strategis dekat BSD",3,2,1,72,45,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
"Rumah siap huni, bagus, dan aman dj nusaloka 14.5",2,1,1,72,60,1,0,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp850,000,000.00 "
Fortune Height - Graha Raya,2,1,1,30,60,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp800,000,000.00 "
Rumah rasa villa dijual DP 0 Rupiah di Jakarta Tangerang BSD,3,2,2,72,62,1,1,1,1,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp599,000,000.00 "
Cendana Essence Rumah Minimalis Modern,2,2,1,60,67,1,1,0,1,1,"Bintaro, Tangerang Selatan"," Rp771,000,000.00 "
Rumah cantik Serpong Green Park 2 Ciater Serpong,2,2,1,110,82,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp980,000,000.00 "
"Rumah menarik 2 lantai, 5 juta langsung akad di Serpong Tangerang",2,2,1,70,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp700,000,000.00 "
"Rumah dijual di serpong bsd baru 2 lantai free bphtb, ajb, shm. sertif",3,3,2,70,80,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
Dijual Cluster Hunian Baru Full Bata Merah Dekat BSD TangSel,3,2,1,70,68,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp779,000,000.00 "
Jual Rumah Serpong Dekat Kedaung/Lebak Bulus/BSD,3,2,1,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp700,000,000.00 "
Rumah 2 lantai mewah type 69/84 800 jt an tol BSD Pamulang tangerang selatan,3,2,1,84,69,1,1,0,0,1,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
RUMAH 2 LANTAI DI BINTARO 900 JUTAAN,3,2,1,43,60,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp929,000,000.00 "
JUAL RUMAH MURAH DI BINTARO,3,2,1,43,60,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp929,000,000.00 "
"DIJUAL RUMAH BINTARO SELANGKAH KE KRL, TOLL, MRT",3,2,1,60,65,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp900,000,000.00 "
Rumah Minialis 2 Lantai Siap Huni Dekat Kantor Walikota Tangsel,3,2,2,103,107,2,0,1,1,1,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Dijual Rumah Amarillo Village,1,2,1,40,53,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp900,000,000.00 "
Hunian Nyaman Daerah Ciputat,2,1,1,90,63,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp996,000,000.00 "
DI JUAL RUMAH BARU- SEGERA,2,2,1,32,40,2,0,0,0,0,"Serpong, Tangerang Selatan"," Rp675,000,000.00 "
Rumah Baru SHM Termurah Di Karang Tengah Ciledug,3,2,1,50,65,2,1,0,0,0,"Rempoa, Tangerang Selatan"," Rp920,000,000.00 "
APARTHOUSE 800 JUTAAN DI BINTARO,2,2,1,35,84,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp857,000,000.00 "
RABBANI BINTARO RESIDENCE,2,2,1,40,55,1,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp795,000,000.00 "
RUMAH DI BINTARO 3 KAMAR TIDUR,3,2,1,42,55,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp821,000,000.00 "
Townhouse Serpong Dekat Taman Tekno BSD/Mall Serpong,3,2,1,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp605,000,000.00 "
RUMAH 2 LANTAI DENGAN PRIVATE ROOFTOP DAN KEAMANAN 24 JAM. AT BINTARO,2,2,1,58,70,1,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp990,700,000.00 "
DIJUAL RUMAH BARU HANYA 600JT AN CITRA GARDEN SERPONG TANGERANG,2,1,1,50,28,1,1,1,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp680,090,900.00 "
Dijual murah Rumah tinggal dgn kontrakan 1 pintu di dekat graha raya,3,2,1,117,110,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp700,000,000.00 "
jual rumah 2 lantai full kokoh permanen mewah,3,2,1,60,120,1,0,1,0,0,"Pondok Aren, Tangerang Selatan"," Rp800,000,000.00 "
RUMAH 2 LANTAI DI JALAN BOULEVARD BINTARO,3,2,1,41,55,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp808,000,000.00 "
Di Jual Cepat Rumah Murah dalam Cluster di Ciputat Tangerang Selatan,2,1,1,84,47,1,1,1,0,0,"Ciputat, Tangerang Selatan"," Rp1,000,000,000.00 "
Dijual Rumah Syariah 2 Lantai di Pamulang,3,2,1,65,70,1,0,0,0,0,"Pamulang Barat, Tangerang Selatan"," Rp771,000,000.00 "
"DIJUAL Rumah di Regency Melati Mas, Serpong, Tangerang",2,1,1,72,50,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp850,000,000.00 "
Hunian ciputat kpr,2,2,1,60,65,1,1,0,1,0,"Bintaro, Tangerang Selatan"," Rp969,000,000.00 "
Rumah Murah dan Adem di Serpong Tangerang Selatan,3,3,1,170,100,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Townhouse Serpong Dekat Slipi/Kemanggisan/Tambora/BSD/Pamulang,3,2,1,60,50,1,1,0,1,1,"Pamulang Timur, Tangerang Selatan"," Rp600,000,000.00 "
Rumah Di Perumahan Pamulang Dekat UNPAM,2,2,1,47,50,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp720,000,000.00 "
Ter-MURAH di CIPUTAT BINTARO Rumah MEWAH dkt BSD Pondok Aren SERPONG,2,2,1,62,85,2,1,1,1,1,"Pondok Cabe, Tangerang Selatan"," Rp1,000,000,000.00 "
"MYZA, THE TRENDY AND MILLENIAL HOUSE BSD CITY",3,1,1,36,44,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp700,000,000.00 "
RUMAH 2 LANTAI BONUS AC DI PONDOK BENDA PAMULANG TANGERANG SELATAN,3,2,1,78,65,2,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
di jual rumah 2 lantai di pondok cabe,3,2,1,84,72,1,0,0,0,0,"Pondok Cabe, Tangerang Selatan"," Rp950,000,000.00 "
rumah baru di Pamulang,3,2,1,73,93,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah 1 lantai Navona Village Catalina Gading Serpong,2,1,1,72,50,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp850,000,000.00 "
Dijual Rumah Strategis di Serpong Cisauk Golden Park 3,2,1,1,72,45,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp999,000,000.00 "
Id205.Rumah Murah Hrg Dibawah Pasaran Dkt St Rawa Buntu Perum Paradise,2,1,1,60,36,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp775,000,000.00 "
New MODERN HOUSE Japan CONCEPT Pondok Cabe,3,2,1,102,72,1,0,0,0,0,"Pondok Cabe, Tangerang Selatan"," Rp887,000,000.00 "
Fortune Terrace - Type Ivy,2,2,1,45,54,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp900,000,000.00 "
Rumah Minimalis Serpong,2,1,1,72,43,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
Rumah murah di Serpong Tanpa DP,2,1,1,60,30,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp796,000,000.00 "
rumah second masih sangat layak huni di permata pamulang,3,1,1,90,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp688,000,000.00 "
Rumah 2 lantai minimalis Bintaro,3,2,1,66,45,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp819,000,000.00 "
dijual rumah siap huni di regensi melati mas (1802),2,1,1,72,37,1,0,0,0,0,"Serpong Utara, Tangerang Selatan"," Rp900,000,000.00 "
Rumah 2 Lantai STRATEGIS dan MURAH di Tangerang Selatan,3,2,1,65,70,1,0,0,0,0,"Pondok Benda Lama, Tangerang Selatan"," Rp750,000,000.00 "
Rumah dijual 2 lantai siap huni dekat stasiun rawa buntu bisa KPR,3,2,1,69,70,2,1,1,1,1,"Serpong, Tangerang Selatan"," Rp995,000,000.00 "
Rumah Mewah 2 Lantai harga terjangkau Di Villa Pamulang,3,2,1,77,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Townhouse Serpong Dekat Alam Sutera/Pamulang/Bintaro,3,2,2,60,50,1,1,1,1,1,"Pamulang Barat, Tangerang Selatan"," Rp603,000,000.00 "
RUMAH BARU BUKIT DAGO AMBASSADOR CICILAN KECIL,3,2,1,87,66,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp625,000,000.00 "
